ParticipantID,BlockID,x,z
1,2,0,0
1,2,0,0
1,2,0,0
1,2,0,0
1,2,0,0
1,2,0,0
1,2,0,0
1,2,0,0
1,2,0,0
1,2,0,0
1,2,0,0
1,2,0,0
1,2,0,0
1,2,0,0
1,2,0,0
1,2,0,0
1,2,0,0
1,2,0,0
1,2,0,0
1,2,0,0
1,2,0,0
1,2,0,0
1,2,0,0
1,2,0,0
1,2,0,0
1,2,0,0
1,2,0,0
1,2,0,0
1,2,0,0
1,2,0,0
1,2,0,0
1,2,0,0
1,2,0,0
1,2,0,0
1,2,0,0
1,2,0,0
1,2,0,0
1,2,0,0
1,2,0,0
1,2,0,0
1,2,0,0
1,2,0,-0.0514164
1,2,0.03530407,-0.2809415
1,2,0.2062812,-0.6998372
1,2,0.4126306,-1.103959
1,2,0.6814466,-1.483597
1,2,0.9692006,-1.846084
1,2,1.280693,-2.096082
1,2,1.619029,-2.299419
1,2,1.961083,-2.496292
1,2,2.307004,-2.675817
1,2,2.661867,-2.834417
1,2,3.016164,-2.953588
1,2,3.233514,-3.013082
1,2,3.239346,-3.013082
1,2,3.239346,-3.013082
1,2,3.239346,-3.013082
1,2,3.239346,-3.013082
1,2,3.239346,-3.013082
1,2,3.239346,-3.333339
1,2,3.294936,-3.888893
1,2,3.473217,-4.444446
1,2,3.757902,-5
1,2,3.926986,-5.372674
1,2,3.926986,-5.372674
1,2,3.926986,-5.372674
1,2,3.926986,-5.372674
1,2,3.952762,-5.372674
1,2,4.508316,-5.53342
1,2,4.942438,-5.538391
1,2,5.001491,-5.538391
1,2,5.005563,-5.538391
1,2,5.005643,-5.538391
1,2,5.005643,-5.538391
1,2,5.005643,-5.538391
1,2,5.005643,-5.540294
1,2,5.038623,-5.680427
1,2,5.056406,-5.775421
1,2,5.056406,-5.775421
1,2,5.056406,-5.775421
1,2,5.056406,-5.775421
1,2,5.056406,-5.775421
1,2,5.056406,-5.775421
1,2,5.056406,-5.775421
1,2,5.056406,-5.775421
1,2,5.056406,-5.775421
1,2,5.056406,-5.775421
1,2,5.056406,-5.775421
1,2,5.056406,-5.775421
1,2,5.056406,-5.775421
1,2,5.056406,-5.775421
1,2,5.056406,-5.775421
1,2,5.056406,-5.775421
1,2,5.056406,-5.775421
1,2,5.056406,-5.775421
1,2,5.056406,-5.775421
1,2,5.056406,-5.775421
1,2,5.056406,-5.775421
1,2,5.056406,-5.775421
1,2,5.056406,-5.775421
1,2,5.056406,-5.775421
1,2,5.056406,-5.775421
1,2,5.056406,-5.775421
1,2,5.056406,-5.775421
1,2,5.056406,-5.775421
1,2,5.056406,-5.775421
1,2,5.056406,-5.775421
1,2,5.056406,-5.775421
1,2,5.056406,-5.775421
1,2,5.056406,-5.775421
1,2,5.056406,-5.775421
1,2,5.056406,-5.775421
1,2,5.056406,-5.775421
1,2,5.056406,-5.775421
1,2,5.056406,-5.775421
1,2,5.056406,-5.775421
1,2,5.056406,-5.775421
1,2,5.056406,-5.775421
1,2,5.056406,-5.775421
1,2,5.056406,-5.775421
1,2,5.056406,-5.775421
1,2,5.056406,-5.775421
1,2,5.056406,-5.775421
1,2,5.056406,-5.775421
1,2,5.056406,-5.775421
1,2,5.056406,-5.775421
1,2,5.056406,-5.775421
1,2,5.056406,-5.775421
1,2,5.056406,-5.775421
1,2,5.056406,-5.775421
1,2,5.056406,-5.775421
1,2,5.056406,-5.775421
1,2,5.056406,-5.775421
1,2,5.056406,-5.775421
1,2,5.056406,-5.775421
1,2,5.056406,-5.775421
1,2,5.056406,-5.775421
1,2,5.056406,-5.775421
1,2,5.056406,-5.775421
1,2,5.056406,-5.775421
1,2,5.056406,-5.775421
1,2,5.056406,-5.775421
1,2,5.056406,-5.775421
1,2,5.056406,-5.775421
1,2,5.056406,-5.775421
1,2,5.270314,-5.775421
1,2,5.7502,-5.799274
1,2,5.775486,-5.799274
1,2,5.775486,-5.799274
1,2,5.775486,-5.799274
1,2,5.775486,-5.799274
